canonical_pal_title;original_title;region_status;platform_status;duplicate_of;source_blocks;released;cover_art_url;genre;graphics_pal;music_pal;gameplay_pal;total_pal;notes_pal_ntsc_j;name_variants;score_reasoning;description_es;review_status;;
NHL 97;NHL 97;;snes;;;1996-11-22;;Sports - Team - Ice Hockey - Arcade;8;8;8;8;Ediciones PAL distribuidas por EA a 50 Hz. Aade equipos, jugadores y opciones respecto al original.;NHL 97;Grí¬¬ficos: sprites digitalizados mejorados, pistas claras y efectos de partido. Mí¬¬sica: acompaí¬¬amiento enrgico. Jugabilidad: más equipos, jugadores y opciones; control accesible. Motivo global: evolucií¬¬n competente del hockey sobre hielo arcade.;NHL 97 es un juego de hockey sobre hielo de EA Sports. Amplí¬¬a el original con más equipos, jugadores y opciones en partidos rí¬¬pidos.;;
NHL 98;NHL 98;;snes;;;1997-11-28;;Sports - Team - Ice Hockey - Arcade;8;8;8;8;Ediciones PAL distribuidas por EA a 50 Hz. Aade animaciones, opciones y dificultad.;NHL 98;Grí¬¬ficos: sprites digitalizados mejorados, pistas claras y efectos de partido. Mí¬¬sica: acompaí¬¬amiento enrgico. Jugabilidad: más animaciones, opciones y dificultad;control accesible. Motivo global: cierre competente del hockey sobre hielo en 16 bits.;NHL 98 es un juego de hockey sobre hielo de EA Sports. Introduce más animaciones, opciones y dificultad en partidos rí¬¬pidos.;;
WWF WrestleMania: The Arcade Game;WWF WrestleMania: The Arcade Game;;snes;;;1995-11-30;;Fighting - 2D - One-on-One;8;8;8;8;Ediciones PAL distribuidas por Acclaim a 50 Hz. Mantiene luchadores, especiales y ambientacií¬¬n de la WWF.;WWF WrestleMania;Grí¬¬ficos: sprites digitalizados, fondos oscuros y animacií¬¬n correcta. Mí¬¬sica: acompaí¬¬amiento enrgico. Jugabilidad: luchadores, especiales y ambientacií¬¬n; control algo rí¬¬gido pero divertido. Motivo global: lucha libre arcade competente.;WWF WrestleMania: The Arcade Game es un juego de lucha libre de Midway. Los luchadores de la WWF combaten en torneos, usan especiales y movimientos en combates arcade.;;
WWF Raw;WWF Raw;;snes;;;1994-06-24;;Fighting - 2D - One-on-One;8;8;8;8;Ediciones PAL distribuidas por Acclaim a 50 Hz. Mantiene luchadores, especiales y ambientacií¬¬n de la WWF.;WWF Raw;Grí¬¬ficos: sprites digitalizados, fondos oscuros y animacií¬¬n correcta. Mí¬¬sica: acompaí¬¬amiento enrgico. Jugabilidad: luchadores, especiales y ambientacií¬¬n; control algo rí¬¬gido pero divertido. Motivo global: lucha libre arcade competente.;WWF Raw es un juego de lucha libre de Acclaim. Los luchadores de la WWF combaten en torneos, usan especiales y movimientos en combates arcade.;;
Super Castlevania IV;Super Castlevania IV;;snes;;;1992-11-23;;Action - Platformer - 2D;9;9;10;9;Ediciones PAL distribuidas por Konami a 50 Hz. Mantiene accií¬¬n lateral, látigo y ambientacií¬¬n gí¬¬tica.;Super Castlevania IV;Grí¬¬ficos: sprites detallados, fondos gí¬¬ticos y efectos de látigo. Mí¬¬sica: banda sonora muy elogiada. Jugabilidad: plataformas preciso, látigo y ambientacií¬¬n; control excelente. Motivo global: uno de los mejores plataformas de accií¬¬n de Super Nintendo.;Super Castlevania IV es un plataformas de accií¬¬n de Konami. Simon Belmont usa su látigo, combate monstruos y explora el castillo de Drá¬¬cula con dificultad elevada.;;
Castlevania: Dracula X;Castlevania: Dracula X;;snes;;;1996-02-22;;Action - Platformer - 2D;8;8;9;8;Ediciones PAL distribuidas por Konami a 50 Hz. Mantiene accií¬¬n lateral, látigo y ambientacií¬¬n gí¬¬tica.;Castlevania: Dracula X;Grí¬¬ficos: sprites detallados, fondos gí¬¬ticos y efectos de látigo. Mí¬¬sica: banda sonora sólida. Jugabilidad: plataformas preciso, látigo y ambientacií¬¬n; control excelente. Motivo global: plataformas de accií¬¬n competente y atmosfí¬¬rico.;Castlevania: Dracula X es un plataformas de accií¬¬n de Konami. Richter Belmont usa su látigo, combate monstruos y explora el castillo de Drá¬¬cula con dificultad elevada.;;
Contra III: The Alien Wars;Contra III: The Alien Wars;;snes;;;1992-09-12;;Action - Shooter - Run and Gun;9;9;10;9;Ediciones PAL distribuidas como Super Probotector: Alien Rebels a 50 Hz. Los protagonistas humanos se reemplazan por robots en Europa.;Super Probotector: Alien Rebels;Grí¬¬ficos: sprites grandes, fondos detallados y efectos de disparo. Mí¬¬sica: banda sonora muy elogiada. Jugabilidad: accií¬¬n rí¬¬pida, armas y cooperativo; control preciso. Motivo global: shooter de accií¬¬n muy disfrutable en compaí¬¬í¬¬a.;Contra III: The Alien Wars es un shooter de accií¬¬n de Konami. Los protagonistas combaten aliení¬¬genas, usan armas y cooperativo en niveles de accií¬¬n rí¬¬pida.;;
Contra Hard Corps;Contra Hard Corps;;snes;;;1994-02-18;;Action - Shooter - Run and Gun;0;0;0;0;No tuvo lanzamiento oficial PAL para Super Nintendo. Es un juego exclusivo de Sega Genesis/Mega Drive; se excluye del catí¬¬logo PAL de SNES.;Contra: The Hard Corps;No se asigna puntuacií¬¬n PAL de SNES porque no existií¬¬ una edicií¬¬n oficial PAL para Super Nintendo.;No debe incluirse en el catí¬¬logo PAL definitivo de cartuchos SNES.;;
Operation Logic Bomb;Operation Logic Bomb;;snes;;;1993-11-25;;Action - Shooter - Run and Gun;8;8;8;8;Ediciones PAL distribuidas por Jaleco a 50 Hz. Mantiene accií¬¬n lateral, armas y cooperativo.;Operation Logic Bomb;Grí¬¬ficos: sprites grandes, fondos detallados y efectos de disparo. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: accií¬¬n rí¬¬pida, armas y cooperativo; control preciso. Motivo global: shooter de accií¬¬n competente y entretenido.;Operation Logic Bomb es un shooter de accií¬¬n de Jaleco. Los protagonistas combaten enemigos, usan armas y cooperativo en niveles de accií¬¬n rí¬¬pida.;;
Gradius III;Gradius III;;snes;;;1991-12-13;;Action - Shooter - Shoot-'Em-Up - Horizontal;9;9;9;9;Ediciones PAL distribuidas por Konami a 50 Hz. Mantiene accií¬¬n horizontal, armas y dificultad.;Gradius III;Grí¬¬ficos: sprites detallados, fondos espaciales y efectos de disparo. Mí¬¬sica: banda sonora muy elogiada. Jugabilidad: accií¬¬n rí¬¬pida, armas y dificultad; control preciso. Motivo global: shooter horizontal de culto, muy disfrutable.;Gradius III es un shooter horizontal de Konami. La nave Vic Viper combate enemigos, usa armas y supera niveles con dificultad elevada.;;
Parodius Da!;Parodius Da!;;snes;;;1993-11-25;;Action - Shooter - Shoot-'Em-Up - Horizontal;8;8;9;8;Ediciones PAL distribuidas por Konami a 50 Hz. Mantiene accií¬¬n horizontal, humor y cooperativo.;Parodius Da!;Grí¬¬ficos: sprites coloridos, fondos detallados y efectos de disparo. Mí¬¬sica: acompaí¬¬amiento alegre y adecuado. Jugabilidad: accií¬¬n rí¬¬pida, humor y cooperativo; control preciso. Motivo global: shooter horizontal original y divertido.;Parodius Da! es un shooter horizontal de Konami. Los personajes cómicos combaten enemigos, usan armas y cooperativo en niveles de accií¬¬n rí¬¬pida.;;
Gokujou Parodius;Gokujou Parodius;;snes;;;1995-03-30;;Action - Shooter - Shoot-'Em-Up - Horizontal;8;8;9;8;Ediciones PAL distribuidas por Konami a 50 Hz. Mantiene accií¬¬n horizontal, humor y cooperativo.;Gokujou Parodius;Grí¬¬ficos: sprites coloridos, fondos detallados y efectos de disparo. Mí¬¬sica: acompaí¬¬amiento alegre y adecuado. Jugabilidad: accií¬¬n rí¬¬pida, humor y cooperativo; control preciso. Motivo global: shooter horizontal original y divertido.;Gokujou Parodius es un shooter horizontal de Konami. Los personajes cómicos combaten enemigos, usan armas y cooperativo en niveles de accií¬¬n rí¬¬pida.;;
Salamander 2;Salamander 2;;snes;;;1997-06-27;;Action - Shooter - Shoot-'Em-Up - Horizontal;8;8;9;8;Ediciones PAL distribuidas por Konami a 50 Hz. Mantiene accií¬¬n horizontal, armas y cooperativo.;Salamander 2;Grí¬¬ficos: sprites detallados, fondos espaciales y efectos de disparo. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: accií¬¬n rí¬¬pida, armas y cooperativo; control preciso. Motivo global: shooter horizontal competente y entretenido.;Salamander 2 es un shooter horizontal de Konami. Las naves combaten enemigos, usan armas y cooperativo en niveles de accií¬¬n rí¬¬pida.;;
TwinBee Da!;TwinBee Da!;;snes;;;1994-06-24;;Action - Shooter - Shoot-'Em-Up - Horizontal;8;8;8;8;Ediciones PAL distribuidas por Konami a 50 Hz. Mantiene accií¬¬n horizontal, humor y cooperativo.;TwinBee Da!;Grí¬¬ficos: sprites coloridos, fondos detallados y efectos de disparo. Mí¬¬sica: acompaí¬¬amiento alegre y adecuado. Jugabilidad: accií¬¬n rí¬¬pida, humor y cooperativo; control preciso. Motivo global: shooter horizontal original y divertido.;TwinBee Da! es un shooter horizontal de Konami. TwinBee y sus aliados combaten enemigos, usan armas y cooperativo en niveles de accií¬¬n rí¬¬pida.;;
Pop'n TwinBee;Pop'n TwinBee;;snes;;;1994-06-24;;Action - Shooter - Shoot-'Em-Up - Horizontal;8;8;8;8;Ediciones PAL distribuidas por Konami a 50 Hz. Mantiene accií¬¬n horizontal, humor y cooperativo.;Pop'n TwinBee;Grí¬¬ficos: sprites coloridos, fondos detallados y efectos de disparo. Mí¬¬sica: acompaí¬¬amiento alegre y adecuado. Jugabilidad: accií¬¬n rí¬¬pida, humor y cooperativo; control preciso. Motivo global: shooter horizontal original y divertido.;Pop'n TwinBee es un shooter horizontal de Konami. TwinBee y sus aliados combaten enemigos, usan armas y cooperativo en niveles de accií¬¬n rí¬¬pida.;;
Blazing Zero;Blazing Zero;;snes;;;1996-11-28;;Action - Shooter - Shoot-'Em-Up - Horizontal;0;0;0;0;No tuvo lanzamiento oficial PAL para Super Nintendo. Se excluye del catí¬¬logo PAL principal; puede incorporarse como excepción NTSC/J si se desea.;Blazing Zero;No se asigna puntuacií¬¬n PAL porque no existií¬¬ una edicií¬¬n oficial PAL de Super Nintendo.;No debe incluirse en el catí¬¬logo PAL definitivo.;;
Tetris Attack;Tetris Attack;;snes;;;1996-08-01;;Puzzle - Matching;8;8;9;8;Ediciones PAL distribuidas por Nintendo a 50 Hz. Mantiene puzles de bloques, personajes de Yoshi y dificultad.;Tetris Attack;Grí¬¬ficos: personajes coloridos, interfaz clara y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento alegre y adecuado. Jugabilidad: puzles de bloques, personajes y dificultad; control preciso. Motivo global: puzle adictivo y muy disfrutable.;Tetris Attack es un juego de puzles de Intelligent Systems. Los jugadores combinan bloques, usan personajes de Yoshi y superan niveles con dificultad elevada.;;
Yoshi's Cookie;Yoshi's Cookie;;snes;;;1993-03-18;;Puzzle - Matching;8;8;9;8;Ediciones PAL distribuidas por Nintendo a 50 Hz. Mantiene puzles de galletas, personajes y dificultad.;Yoshi's Cookie;Grí¬¬ficos: personajes coloridos, interfaz clara y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento alegre y adecuado. Jugabilidad: puzles de galletas, personajes y dificultad; control preciso. Motivo global: puzle adictivo y muy disfrutable.;Yoshi's Cookie es un juego de puzles de Nintendo. Los jugadores combinan galletas, usan personajes de Yoshi y superan niveles con dificultad elevada.;;
Super Puzzle Fighter II Turbo;Super Puzzle Fighter II Turbo;;snes;;;1997-01-23;;Puzzle - Matching;9;9;10;9;Ediciones PAL distribuidas por Virgin a 50 Hz. Mantiene puzles de gemas, personajes de Street Fighter y competitividad.;Super Puzzle Fighter II X;Grí¬¬ficos: personajes detallados, gemas coloridas y efectos de combate. Mí¬¬sica: acompaí¬¬amiento enrgico. Jugabilidad: puzles de gemas, personajes y competitividad; control preciso. Motivo global: puzle competitivo muy disfrutable.;Super Puzzle Fighter II Turbo es un juego de puzles de Capcom. Los jugadores combinan gemas, usan personajes de Street Fighter y compiten en niveles con dificultad elevada.;;
Puzzle Bobble;Puzzle Bobble;;snes;;;1995-06-24;;Puzzle - Action;8;8;9;8;Ediciones PAL distribuidas como Bust-A-Move a 50 Hz. Mantiene disparo de burbujas, personajes y dificultad.;Bust-A-Move;Grí¬¬ficos: personajes coloridos, burbujas claras y efectos de disparo. Mí¬¬sica: acompaí¬¬amiento alegre y adecuado. Jugabilidad: disparo de burbujas, personajes y dificultad; control preciso. Motivo global: puzle adictivo y muy disfrutable.;Puzzle Bobble es un juego de puzles de Taito. Los jugadores disparan burbujas, combinan colores y superan niveles con dificultad elevada.;;
Puzzle Bobble 2;Puzzle Bobble 2;;snes;;;1996-06-24;;Puzzle - Action;8;8;9;8;Ediciones PAL distribuidas como Bust-A-Move 2 a 50 Hz. Aade niveles, personajes y opciones respecto al original.;Bust-A-Move 2;Grí¬¬ficos: personajes mejorados, burbujas claras y efectos de disparo. Mí¬¬sica: acompaí¬¬amiento alegre y adecuado. Jugabilidad: más niveles, personajes y opciones; control preciso. Motivo global: evolucií¬¬n competente del puzle original.;Puzzle Bobble 2 es un juego de puzles de Taito. Amplí¬¬a el original con más niveles, personajes y opciones en disparo de burbujas.;;
Claymates;Claymates;;snes;;;1994-06-24;;Action - Platformer - 2D;8;8;8;8;Ediciones PAL distribuidas por Visual Concepts a 50 Hz. Mantiene transformaciones, accií¬¬n y cooperativo.;Claymates;Grí¬¬ficos: personajes de arcilla, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: transformaciones, accií¬¬n y cooperativo; control preciso. Motivo global: plataformas original y entretenido.;Claymates es un plataformas de accií¬¬n de Visual Concepts. Los personajes de arcilla se transforman, combaten enemigos y superan niveles con cooperativo.;;
Plok;Plok;;snes;;;1994-11-24;;Action - Platformer - 2D;10;10;8;9;Ediciones PAL distribuidas por Software Creations a 50 Hz. Mantiene humor, accií¬¬n y diseí¬¬o de niveles.;Plok;Grí¬¬ficos: personajes coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: banda sonora muy elogiada. Jugabilidad: humor, accií¬¬n y diseí¬¬o de niveles; control preciso. Motivo global: plataformas de culto, muy disfrutable.;Plok es un plataformas de accií¬¬n de Software Creations. El protagonista lanza extremidades, combate enemigos y supera niveles con humor y diseí¬¬o creativo.;;
James Pond 2: Codename RoboCod;James Pond 2: Codename RoboCod;;snes;;;1994-06-24;;Action - Platformer - 2D;8;8;8;8;Ediciones PAL distribuidas por Ocean a 50 Hz. Mantiene accií¬¬n lateral, humor y ambientacií¬¬n navideí¬¬a.;James Pond 2;Grí¬¬ficos: personajes coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: accií¬¬n lateral, humor y ambientacií¬¬n; control preciso. Motivo global: plataformas original y entretenido.;James Pond 2: Codename RoboCod es un plataformas de accií¬¬n de Ocean. El agente Pond combate enemigos, usa gadgets y supera niveles con humor y ambientacií¬¬n navideí¬¬a.;;
The Adventures of Batman and Robin;The Adventures of Batman and Robin;;snes;;;1995-06-24;;Action - Platformer - 2D;8;8;8;8;Ediciones PAL distribuidas por Konami a 50 Hz. Mantiene accií¬¬n lateral, vehí¬¬culos y ambientacií¬¬n de la serie.;The Adventures of Batman and Robin;Grí¬¬ficos: personajes detallados, fondos oscuros y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: accií¬¬n lateral, vehí¬¬culos y ambientacií¬¬n; control preciso. Motivo global: plataformas competente y entretenido.;The Adventures of Batman and Robin es un plataformas de accií¬¬n de Konami. Batman y Robin combaten enemigos, usan vehí¬¬culos y superan niveles con ambientacií¬¬n de la serie animada.;;
The Flintstones;The Flintstones;;snes;;;1994-06-24;;Action - Platformer - 2D;7;7;8;7;Ediciones PAL distribuidas por Ocean a 50 Hz. Mantiene accií¬¬n lateral, personajes y ambientacií¬¬n de la serie.;The Flintstones;Grí¬¬ficos: personajes coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: accií¬¬n lateral, personajes y ambientacií¬¬n; control preciso. Motivo global: plataformas competente para seguidores de la serie.;The Flintstones es un plataformas de accií¬¬n de Ocean. Fred y Barney combaten enemigos, usan objetos y superan niveles con ambientacií¬¬n de la serie animada.;;
The Jetsons;The Jetsons;;snes;;;1994-06-24;;Action - Platformer - 2D;7;7;8;7;Ediciones PAL distribuidas por Ocean a 50 Hz. Mantiene accií¬¬n lateral, personajes y ambientacií¬¬n de la serie.;The Jetsons;Grí¬¬ficos: personajes coloridos, fondos futuristas y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: accií¬¬n lateral, personajes y ambientacií¬¬n; control preciso. Motivo global: plataformas competente para seguidores de la serie.;The Jetsons es un plataformas de accií¬¬n de Ocean. George y su familia combaten enemigos, usan gadgets y superan niveles con ambientacií¬¬n futurista de la serie.;;
Beavis and Butt-Head;Beavis and Butt-Head;;snes;;;1995-06-24;;Action - Platformer - 2D;7;7;7;7;Ediciones PAL distribuidas por Viacom a 50 Hz. Mantiene accií¬¬n lateral, humor y ambientacií¬¬n de la serie.;Beavis and Butt-Head;Grí¬¬ficos: personajes coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: accií¬¬n lateral, humor y ambientacií¬¬n; control preciso. Motivo global: plataformas competente para seguidores de la serie.;Beavis and Butt-Head es un plataformas de accií¬¬n de Viacom. Los protagonistas combaten enemigos, usan objetos y superan niveles con humor y ambientacií¬¬n de la serie.;;
Asterix;Asterix;;snes;;;1993-11-25;;Action - Platformer - 2D;8;8;8;8;Ediciones PAL distribuidas por Infogrames a 50 Hz. Mantiene accií¬¬n lateral, personajes y ambientacií¬¬n del cómic.;Asterix;Grí¬¬ficos: personajes coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: accií¬¬n lateral, personajes y ambientacií¬¬n; control preciso. Motivo global: plataformas competente y entretenido.;Asterix es un plataformas de accií¬¬n de Infogrames. Asterix y Obelix combaten romanos, usan pociones y superan niveles con ambientacií¬¬n del cómic.;;
Asterix & Obelix;Asterix & Obelix;;snes;;;1995-06-24;;Action - Platformer - 2D;8;8;8;8;Ediciones PAL distribuidas por Infogrames a 50 Hz. Mantiene accií¬¬n lateral, personajes y ambientacií¬¬n del cómic.;Asterix & Obelix;Grí¬¬ficos: personajes coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: accií¬¬n lateral, personajes y ambientacií¬¬n; control preciso. Motivo global: plataformas competente y entretenido.;Asterix & Obelix es un plataformas de accií¬¬n de Infogrames. Asterix y Obelix combaten romanos, usan pociones y superan niveles con ambientacií¬¬n del cómic.;;
The Smurfs;The Smurfs;;snes;;;1994-06-24;;Action - Platformer - 2D;7;7;8;7;Ediciones PAL distribuidas por Infogrames a 50 Hz. Mantiene accií¬¬n lateral, personajes y ambientacií¬¬n de la serie.;The Smurfs;Grí¬¬ficos: personajes coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: accií¬¬n lateral, personajes y ambientacií¬¬n; control preciso. Motivo global: plataformas competente para seguidores de la serie.;The Smurfs es un plataformas de accií¬¬n de Infogrames. Los Pitufos combaten enemigos, usan objetos y superan niveles con ambientacií¬¬n de la serie.;;
Lufia & The Fortress of Doom;Lufia & The Fortress of Doom;;snes;;;1993-11-25;;Role-Playing - Japanese RPG;8;8;9;8;Ediciones PAL distribuidas por Taito a 50 Hz. Mantiene combate por turnos, exploracií¬¬n y ambientacií¬¬n de fantasí¬¬a.;Lufia & The Fortress of Doom;Grí¬¬ficos: sprites detallados, fondos coloridos y efectos de magia. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: combate por turnos, exploracií¬¬n y ambientacií¬¬n; control preciso. Motivo global: RPG competente y entretenido.;Lufia & The Fortress of Doom es un RPG de Taito. Los héroes combaten monstruos, usan magia y exploran un mundo de fantasí¬¬a con dificultad elevada.;;
Lufia II: Rise of the Sinistrals;Lufia II: Rise of the Sinistrals;;snes;;;1996-02-23;;Role-Playing - Japanese RPG;9;9;10;9;Ediciones PAL distribuidas por Natsume a 50 Hz. Mantiene combate por turnos, exploracií¬¬n y ambientacií¬¬n de fantasí¬¬a.;Lufia II;Grí¬¬ficos: sprites detallados, fondos coloridos y efectos de magia. Mí¬¬sica: banda sonora muy elogiada. Jugabilidad: combate por turnos, exploracií¬¬n y ambientacií¬¬n; control preciso. Motivo global: uno de los mejores RPG de Super Nintendo.;Lufia II: Rise of the Sinistrals es un RPG de Natsume. Los héroes combaten monstruos, usan magia y exploran un mundo de fantasí¬¬a con dificultad elevada.;;
Tales of Phantasia;Tales of Phantasia;;snes;;;1995-12-15;;Role-Playing - Japanese RPG;0;0;0;0;No tuvo lanzamiento oficial PAL para Super Nintendo. Se excluye del catí¬¬logo PAL principal; puede incorporarse como excepción NTSC/J si se desea.;Tales of Phantasia;No se asigna puntuacií¬¬n PAL porque no existií¬¬ una edicií¬¬n oficial PAL de Super Nintendo.;No debe incluirse en el catí¬¬logo PAL definitivo.;;
Star Ocean;Star Ocean;;snes;;;1996-07-19;;Role-Playing - Japanese RPG;0;0;0;0;No tuvo lanzamiento oficial PAL para Super Nintendo. Se excluye del catí¬¬logo PAL principal; puede incorporarse como excepción NTSC/J si se desea.;Star Ocean;No se asigna puntuacií¬¬n PAL porque no existií¬¬ una edicií¬¬n oficial PAL de Super Nintendo.;No debe incluirse en el catí¬¬logo PAL definitivo.;;
Super Adventure Island;Super Adventure Island;;snes;;;1992-11-19;;Action - Platformer - 2D;8;8;8;8;Ediciones PAL distribuidas por Hudson Soft a 50 Hz. Mantiene plataformas, exploracií¬¬n y ambientacií¬¬n de Adventure Island.;Super Adventure Island;Grí¬¬ficos: sprites coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: plataformas, exploracií¬¬n y ambientacií¬¬n; control preciso. Motivo global: plataformas competente y entretenido.;Super Adventure Island es un plataformas de Hudson Soft. El protagonista explora islas, combate enemigos y supera niveles con dificultad moderada.;;
Super Adventure Island II;Super Adventure Island II;;snes;;;1995-03-30;;Action Adventure - Platformer - 2D;9;9;9;9;Ediciones PAL distribuidas por Hudson Soft a 50 Hz. Aade exploracií¬¬n, objetos y ambientacií¬¬n de Adventure Island.;Super Adventure Island II;Grí¬¬ficos: sprites coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: exploracií¬¬n, objetos y ambientacií¬¬n; control preciso. Motivo global: aventura de plataformas muy disfrutable.;Super Adventure Island II es un juego de aventura y plataformas de Hudson Soft. El protagonista explora islas, usa objetos, combate enemigos y supera niveles con dificultad elevada.;;
Super Bonk;Super Bonk;;snes;;;1995-11-30;;Action - Platformer - 2D;9;8;8;8;Ediciones PAL distribuidas por Hudson Soft a 50 Hz. Mantiene plataformas, transformaciones y ambientacií¬¬n prehistí¬¬rica.;Super Genjin;Grí¬¬ficos: sprites coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: plataformas, transformaciones y ambientacií¬¬n; control preciso. Motivo global: plataformas competente y entretenido.;Super Bonk es un plataformas de Hudson Soft. Bonk combate enemigos, usa transformaciones y supera niveles prehistí¬¬ricos con dificultad moderada.;;
Super Bonk 2;Super Bonk 2;;snes;;;1996-11-28;;Action - Platformer - 2D;0;0;0;0;No tuvo lanzamiento oficial PAL para Super Nintendo. Se excluye del catí¬¬logo PAL principal; puede incorporarse como excepción NTSC/J si se desea.;Super Genjin 2;No se asigna puntuacií¬¬n PAL porque no existií¬¬ una edicií¬¬n oficial PAL de Super Nintendo.;No debe incluirse en el catí¬¬logo PAL definitivo.;;
Algania;Algania;;snes;;;1993-11-25;;Action - Platformer - 2D;7;7;7;7;Ediciones PAL distribuidas por Game Arts a 50 Hz. Mantiene plataformas, accií¬¬n y ambientacií¬¬n de fantasí¬¬a.;Algania;Grí¬¬ficos: sprites coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: plataformas, accií¬¬n y ambientacií¬¬n; control preciso. Motivo global: plataformas competente y entretenido.;Algania es un plataformas de accií¬¬n de Game Arts. La protagonista explora mundos de fantasí¬¬a, combate enemigos y supera niveles con dificultad moderada.;;
E.V.O.: Search for Eden;E.V.O.: Search for Eden;;snes;;;1993-06-24;;Simulation - Life;8;7;8;8;Ediciones PAL distribuidas por Enix a 50 Hz. Mantiene evolucií¬¬n, exploracií¬¬n y ambientacií¬¬n prehistí¬¬rica.;E.V.O.: Search for Eden;Grí¬¬ficos: criaturas prehistí¬¬ricas, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: evolucií¬¬n, exploracií¬¬n y ambientacií¬¬n; control preciso. Motivo global: simulacií¬¬n de evolucií¬¬n ambiciosa y poco comí¬¬n.;E.V.O.: Search for Eden es un juego de simulacií¬¬n de Enix. El jugador controla una criatura prehistí¬¬rica, evoluciona, combate y explora un mundo antiguo para alcanzar la Tierra Prometida.;;
The Lost Vikings 2;The Lost Vikings 2;;snes;;;1997-06-27;;Action - Platformer - 2D;8;8;9;8;Ediciones PAL distribuidas por Interplay a 50 Hz. Amplí¬¬a el original con más niveles, mecí¬¬nicas y cooperativo.;The Lost Vikings 2;Grí¬¬ficos: sprites mejorados, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: más niveles, mecí¬¬nicas y cooperativo; control preciso. Motivo global: secuela competente del plataformas original.;The Lost Vikings 2 es un plataformas de accií¬¬n de Blizzard. Amplí¬¬a el original con más niveles, mecí¬¬nicas y cooperativo para resolver puzles y combatir enemigos.;;
Equinox;Equinox;;snes;;;1994-11-24;;Puzzle - Action;9;9;8;9;Ediciones PAL distribuidas por Sony Imagesoft a 50 Hz. Mantiene puzles isomí¬¬tricos, exploracií¬¬n y ambientacií¬¬n de fantasí¬¬a.;Solstice II;Grí¬¬ficos: escenarios isomí¬¬tricos detallados, fondos coloridos y efectos de magia. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: puzles isomí¬¬tricos, exploracií¬¬n y ambientacií¬¬n; control preciso. Motivo global: aventura de puzles profunda y original.;Equinox es una aventura de puzles isomí¬¬tricos de Software Creations. El mago Glendaal explora torres y mazmorras, combate criaturas y resuelve rompecabezas mediante objetos, hechizos y saltos de gran precisión.;;
Super Scope 6;Super Scope 6;;snes;;;1992-09-24;;Action - Shooter - Light Gun;8;8;8;8;Ediciones PAL distribuidas por Nintendo a 50 Hz. Incluye seis minijuegos de disparos con Super Scope.;Super Scope 6;Grí¬¬ficos: objetivos claros, efectos de disparo y presentacií¬¬n cuidada. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: seis minijuegos de disparos; control con Super Scope í ¬ ¬ptimo. Motivo global: recopilatorio de disparos divertido con el perifí¬¬rico.;Super Scope 6 es un recopilatorio de minijuegos de disparos de Nintendo. Incluye seis juegos que usan el perifí¬¬rico Super Scope para disparar a objetivos.;;
